judul,link,ringkasan,tanggal_publikasi,sumber,kata_kunci,domain,lokasi_kejadian,jenis_bencana,judul_bersih,datetime_utc,datetime_wib,datetime_wib_excel,tanggal_wib,waktu_wib,status_verifikasi,is_bencana,verified_by,verified_at,notes
"Banjir Bandang di Saniangbaka Solok:Jembatan Putus, Puluhan Rumah Rusak dan Hanyut Terbawa Arus - infoSumbar",https://news.google.com/rss/articles/CBMi4wFBVV95cUxOWVc3bTFkd3gwM2xDekt5RER1Z2J2SkJ0bGJ6UmhvUVBzaEVZRlk0eTExaDctME9VNlhRWm5WeWhubnNwY2RBeDlIQUEzQUNjZEkyTHdHZkIwYWJ6U3I3YjdtaldhMHhYUkExV1d3ZWphNGxVRHQ1RUJ0NnJwTGI2a21UQTJtZVdLTno2SFBhVnVMcGd0Y0M4Smd6Uk9lM3hUcDZrVV9QTlZYVkFIZkpEbFpvNXowMy1IQTRIVV9PNnowR1JDLXdaSC04U2JwcTJ3QnZwWGc4NmY3MGRXTlNtdVJjMA?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxOWVc3bTFkd3gwM2xDekt5RER1Z2J2SkJ0bGJ6UmhvUVBzaEVZRlk0eTExaDctME9VNlhRWm5WeWhubnNwY2RBeDlIQUEzQUNjZEkyTHdHZkIwYWJ6U3I3YjdtaldhMHhYUkExV1d3ZWphNGxVRHQ1RUJ0NnJwTGI2a21UQTJtZVdLTno2SFBhVnVMcGd0Y0M4Smd6Uk9lM3hUcDZrVV9QTlZYVkFIZkpEbFpvNXowMy1IQTRIVV9PNnowR1JDLXdaSC04U2JwcTJ3QnZwWGc4NmY3MGRXTlNtdVJjMA?oc=5"" target=""_blank"">Banjir Bandang di Saniangbaka Solok:Jembatan Putus, Puluhan Rumah Rusak dan Hanyut Terbawa Arus</a>&nbsp;&nbsp;<font color=""#6f6f6f"">infoSumbar</font>",2025-11-27T02:24:00+00:00,infoSumbar,banjir bandang,news.google.com,Solok,Banjir,banjir bandang di saniangbaka solok jembatan putus puluhan rumah rusak dan hanyut terbawa arus infosumbar,2025-11-27 02:24:00+00:00,2025-11-27 09:24:00+07:00,27-11-2025 09:24:00,27-11-2025,09:24:00,UNVERIFIED,,,,
Kak Na Bersama Plt Kadinsos Aceh Tinjau Banjir Lhoksukon dan Aceh Timur » - dialeksis.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxNaVFxeW0xOGluUnJnMVk5d0tqdU1EN1M0ZzhHWkxIWlAwY1RCTEtBQ2FiaXBaN3pWODhiRkVXRFlETkRvQVVLNUhSR01ySjN4enNVM3Q1bFRmSjJyenZQSkRFeDlhVl93NWFzS1hySk1OS2U1Q3B6LU9UUU4tSjVRR1ljZEVIcmc0ZDljRkFLZDBPaGZyeXdFd3RocE9FOFY1?oc=5,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxNaVFxeW0xOGluUnJnMVk5d0tqdU1EN1M0ZzhHWkxIWlAwY1RCTEtBQ2FiaXBaN3pWODhiRkVXRFlETkRvQVVLNUhSR01ySjN4enNVM3Q1bFRmSjJyenZQSkRFeDlhVl93NWFzS1hySk1OS2U1Q3B6LU9UUU4tSjVRR1ljZEVIcmc0ZDljRkFLZDBPaGZyeXdFd3RocE9FOFY1?oc=5"" target=""_blank"">Kak Na Bersama Plt Kadinsos Aceh Tinjau Banjir Lhoksukon dan Aceh Timur »</a>&nbsp;&nbsp;<font color=""#6f6f6f"">dialeksis.com</font>",2025-11-27T02:23:45+00:00,dialeksis.com,banjir,news.google.com,Aceh,Banjir,kak na bersama plt kadinsos aceh tinjau banjir lhoksukon dan aceh timur dialeksis com,2025-11-27 02:23:45+00:00,2025-11-27 09:23:45+07:00,27-11-2025 09:23:45,27-11-2025,09:23:45,UNVERIFIED,,,,
Ketika Banjir Menjadi Guru: Belajar dari Banjir Sumut - kumparan.com - Kumparan,https://news.google.com/rss/articles/CBMipAFBVV95cUxQVXVEU2J1eV9rbGk0Q3ZqYnRSUGhRdGlpRHo1aHNEVGpvRlZoSUdMcjRkTDBycUJFazlhZmxNQThOdkM3NDlXUlFZUXRmRzZEU28tbHh5a2NXQUdWNm05amp5eXY2RnN3enJnTXFwT3pjcVgzVmN3QXhFd01kRUhocW1wR0RkdE1FMWY2aXZEWVN2RjhQcUJKemdQN0N5THFBdG1WMtIBrAFBVV95cUxQYk1wU2FoWlF0LXJyY1ZVZ2VZa0lWMHB5VlBxRzdSWEF6c1JwcWlzZ3ZzSGZ4NnljMlNnZHlHV0RfWFp4c1lEdVdHMWpZclF0djMwREhHaklNSkRtS01VVFRZSXMtSnVBaThzVXlsYUg0bHVQZGE4ZnFGWi1fdUFmRDFsNTVNcTJRcWdhalpCcldFTzY1STI0ZEdCeEc1ZjJJUklybks4dEl2UTJq?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxQVXVEU2J1eV9rbGk0Q3ZqYnRSUGhRdGlpRHo1aHNEVGpvRlZoSUdMcjRkTDBycUJFazlhZmxNQThOdkM3NDlXUlFZUXRmRzZEU28tbHh5a2NXQUdWNm05amp5eXY2RnN3enJnTXFwT3pjcVgzVmN3QXhFd01kRUhocW1wR0RkdE1FMWY2aXZEWVN2RjhQcUJKemdQN0N5THFBdG1WMtIBrAFBVV95cUxQYk1wU2FoWlF0LXJyY1ZVZ2VZa0lWMHB5VlBxRzdSWEF6c1JwcWlzZ3ZzSGZ4NnljMlNnZHlHV0RfWFp4c1lEdVdHMWpZclF0djMwREhHaklNSkRtS01VVFRZSXMtSnVBaThzVXlsYUg0bHVQZGE4ZnFGWi1fdUFmRDFsNTVNcTJRcWdhalpCcldFTzY1STI0ZEdCeEc1ZjJJUklybks4dEl2UTJq?oc=5"" target=""_blank"">Ketika Banjir Menjadi Guru: Belajar dari Banjir Sumut - kumparan.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kumparan</font>",2025-11-27T02:23:00+00:00,Kumparan,banjir,news.google.com,Sumut,Banjir,ketika banjir menjadi guru belajar dari banjir sumut kumparan com kumparan,2025-11-27 02:23:00+00:00,2025-11-27 09:23:00+07:00,27-11-2025 09:23:00,27-11-2025,09:23:00,UNVERIFIED,,,,
"Video: Banjir Terjang 9 Wilayah di Aceh, 2 Orang Tewas-1.497 Warga Ngungsi - 20detik",https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQ2I4RkU5SkVRd2ZaN0htbEt6RXJCbEh5UW10Z2lac1Z3MWdsNm1ITmY5QWptRldaMHhwbkZieUV3WHdheGJHc1JDMUl0eW9EN1htR0ktYS1PT0J3SXN0Z09QeUpVOWhPb0J6Q09LMUIwbE5SOVlXZEUxMXRzTUU3MlJtMFZnYzJqNGY0V1JYR3drcjZBS0xEV3dvVFlPQkxKQmxGMW1zODAtazAwcjdhWkVSa09PUE5PMXdpU1F6d3VNdw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQ2I4RkU5SkVRd2ZaN0htbEt6RXJCbEh5UW10Z2lac1Z3MWdsNm1ITmY5QWptRldaMHhwbkZieUV3WHdheGJHc1JDMUl0eW9EN1htR0ktYS1PT0J3SXN0Z09QeUpVOWhPb0J6Q09LMUIwbE5SOVlXZEUxMXRzTUU3MlJtMFZnYzJqNGY0V1JYR3drcjZBS0xEV3dvVFlPQkxKQmxGMW1zODAtazAwcjdhWkVSa09PUE5PMXdpU1F6d3VNdw?oc=5"" target=""_blank"">Video: Banjir Terjang 9 Wilayah di Aceh, 2 Orang Tewas-1.497 Warga Ngungsi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">20detik</font>",2025-11-27T02:23:00+00:00,20detik,banjir,news.google.com,Aceh,Banjir,video banjir terjang 9 wilayah di aceh 2 orang tewas 1 497 warga ngungsi 20detik,2025-11-27 02:23:00+00:00,2025-11-27 09:23:00+07:00,27-11-2025 09:23:00,27-11-2025,09:23:00,UNVERIFIED,,,,
"Aceh Tengah Terisolasi, Banjir dan Longsor Lumpuhkan Total Akses Jalan, Butuh Alat Berat - Kompas.com",https://news.google.com/rss/articles/CBMixwFBVV95cUxOdGZkODQwU0tJMFFyTHY5QUs4Q3pOVjdNYlRPZ19DalY5ajI0N2xxUzljcHlqZmxnUDRlRFhQZmxtWUowOWU4cGxpMjdqeWpER0lpSTdHQkpodDF0YW95dDVXRHdGbFhzLTNYRXZBWXVwNEhPRjdsNjlIYWlrZU5QODBjMWttN1VVU2lNRV8wYS1hMTZpU21CaW14WGI4dWIwclprdkdlM1M3ZVZmZUwxWEFiX3FTR0JmY0E0ZkhWUVljUmd5NElZ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxOdGZkODQwU0tJMFFyTHY5QUs4Q3pOVjdNYlRPZ19DalY5ajI0N2xxUzljcHlqZmxnUDRlRFhQZmxtWUowOWU4cGxpMjdqeWpER0lpSTdHQkpodDF0YW95dDVXRHdGbFhzLTNYRXZBWXVwNEhPRjdsNjlIYWlrZU5QODBjMWttN1VVU2lNRV8wYS1hMTZpU21CaW14WGI4dWIwclprdkdlM1M3ZVZmZUwxWEFiX3FTR0JmY0E0ZkhWUVljUmd5NElZ?oc=5"" target=""_blank"">Aceh Tengah Terisolasi, Banjir dan Longsor Lumpuhkan Total Akses Jalan, Butuh Alat Berat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kompas.com</font>",2025-11-27T02:22:00+00:00,Kompas.com,banjir,news.google.com,Aceh,Banjir,aceh tengah terisolasi banjir dan longsor lumpuhkan total akses jalan butuh alat berat kompas com,2025-11-27 02:22:00+00:00,2025-11-27 09:22:00+07:00,27-11-2025 09:22:00,27-11-2025,09:22:00,UNVERIFIED,,,,
"Aceh Tengah Terisolasi, Banjir dan Longsor Lumpuhkan Total Akses Jalan, Butuh Alat Berat - Kompas.com",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNTlZiUGg1QUNsRmFQb2ZxSG1DVlg0N1QxeTI4dVNQd19MZkVQR2Z4V3NaLXpjYTd6VTZYUzRHQWo5RENiNjUzWEtXZ1BLd1Q1d2JDMXhlV2dkZExzY0xmck0xMkctMExzeENqS3dqUE5JSm9KMVVGQXhaR1JRb1FTNWlPaHpRNWpjeVhSM0JsYWRLaHhBNV9iYW9wZXoxcXJPQ04zTHBDVEcxNGstSFJJRWxaYUF2VUtjQjJYZVJVU3NfdmpqOU1fRA?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxNTlZiUGg1QUNsRmFQb2ZxSG1DVlg0N1QxeTI4dVNQd19MZkVQR2Z4V3NaLXpjYTd6VTZYUzRHQWo5RENiNjUzWEtXZ1BLd1Q1d2JDMXhlV2dkZExzY0xmck0xMkctMExzeENqS3dqUE5JSm9KMVVGQXhaR1JRb1FTNWlPaHpRNWpjeVhSM0JsYWRLaHhBNV9iYW9wZXoxcXJPQ04zTHBDVEcxNGstSFJJRWxaYUF2VUtjQjJYZVJVU3NfdmpqOU1fRA?oc=5"" target=""_blank"">Aceh Tengah Terisolasi, Banjir dan Longsor Lumpuhkan Total Akses Jalan, Butuh Alat Berat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kompas.com</font>",2025-11-27T02:22:00+00:00,Kompas.com,banjir,news.google.com,Aceh,Banjir,aceh tengah terisolasi banjir dan longsor lumpuhkan total akses jalan butuh alat berat kompas com,2025-11-27 02:22:00+00:00,2025-11-27 09:22:00+07:00,27-11-2025 09:22:00,27-11-2025,09:22:00,UNVERIFIED,,,,
"5 Tower Transmisi 150 kV Roboh Akibat Banjir, Listrik di Aceh Padam - Prohaba.co",https://news.google.com/rss/articles/CBMisgFBVV95cUxQYjdpNDhKYlk1WmVNRlEzZE5vVWdxNHVlVGs4NkNFbUJNR2ozdm9TQ1BVNzE0a3F3N1piclBNemlfMFp2U1M3elNFUnRfRVBMM3k2OUZpNndqSTJhRDBOZkJJbjVxeDJ5UE52ZzZYSFhuTnR6NXMwSkJOTkpMV3B6aEdqdmR3UVNNOXpKZWRDZXhnbUNNeEthRUlhYzB6c0RsNHFhMW5iaEdXdWZBWl84T2lR?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQYjdpNDhKYlk1WmVNRlEzZE5vVWdxNHVlVGs4NkNFbUJNR2ozdm9TQ1BVNzE0a3F3N1piclBNemlfMFp2U1M3elNFUnRfRVBMM3k2OUZpNndqSTJhRDBOZkJJbjVxeDJ5UE52ZzZYSFhuTnR6NXMwSkJOTkpMV3B6aEdqdmR3UVNNOXpKZWRDZXhnbUNNeEthRUlhYzB6c0RsNHFhMW5iaEdXdWZBWl84T2lR?oc=5"" target=""_blank"">5 Tower Transmisi 150 kV Roboh Akibat Banjir, Listrik di Aceh Padam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Prohaba.co</font>",2025-11-27T02:20:57+00:00,Prohaba.co,banjir,news.google.com,Aceh,Banjir,5 tower transmisi 150 kv roboh akibat banjir listrik di aceh padam prohaba co,2025-11-27 02:20:57+00:00,2025-11-27 09:20:57+07:00,27-11-2025 09:20:57,27-11-2025,09:20:57,UNVERIFIED,,,,
Polresta Bukittinggi Bersama Instansi Terkait Lakukan Pencarian Korban dan Pembersihan Material Longsor di Palupuh Kabupaten Agam - Humas Polres Bukittinggi,https://news.google.com/rss/articles/CBMikwFBVV95cUxOQndrYmhQYXVfMkswVHJaWjFGZUNuZ1RDdjZGSEtacjdBdVFsX0NJcVY5bTI4WEs4N0F6WUR0WmhWZjR0SDFLeUVydE93RXZzNWRldnZrYmdMNlFXdThQbGJGOTdzUVVUbldmNHE2TFRfRlBDZ1loNWxUaElLdFc4M20xZXJ1U1lDSlFLNnVtN3RMUWM?oc=5,"<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxOQndrYmhQYXVfMkswVHJaWjFGZUNuZ1RDdjZGSEtacjdBdVFsX0NJcVY5bTI4WEs4N0F6WUR0WmhWZjR0SDFLeUVydE93RXZzNWRldnZrYmdMNlFXdThQbGJGOTdzUVVUbldmNHE2TFRfRlBDZ1loNWxUaElLdFc4M20xZXJ1U1lDSlFLNnVtN3RMUWM?oc=5"" target=""_blank"">Polresta Bukittinggi Bersama Instansi Terkait Lakukan Pencarian Korban dan Pembersihan Material Longsor di Palupuh Kabupaten Agam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Humas Polres Bukittinggi</font>",2025-11-27T02:20:00+00:00,Humas Polres Bukittinggi,longsor,news.google.com,Bukittinggi,Tanah Longsor,polresta bukittinggi bersama instansi terkait lakukan pencarian korban dan pembersihan material longsor di palupuh kabupaten agam humas polres bukittinggi,2025-11-27 02:20:00+00:00,2025-11-27 09:20:00+07:00,27-11-2025 09:20:00,27-11-2025,09:20:00,UNVERIFIED,,,,
BPBD Rejang Lebong pasang rambu peringatan di tiga titik rawan longsor Curup--Lubuklinggau - ANTARA News Bengkulu,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNR1kxQmZNdm9ndzkzZ2pYcmdsZ3lVa01MLXZnSkNxVm5sRU9zbDVGaERfRG50bWtnYmZJM29qWXBEeTRpNWpwdEZpTjFXOWRZS2VaTEtrTEpTaTBXLVNTa2lKdDRGbDYyV1hxdHVaUWUwenJPYmxzdEF2bVJxeFMyeUloSzFrZDZiOWRuTDV3V01RT0hPZDR6SWMxX3BRZkdOYkpjaWpkdFE0VFc1dTZNUEZsT2NiQU1TNkVfc2ota3AzclhpbTlhQS00RGNlLWND0gHWAUFVX3lxTE9GTDJGRk0tYlozaVJuNnd6TUg4Rlp2TXA0amQ4dVNlUVZJZ0lUSW5iY1dVM1gyNnVlTmxIc2VnQzRlUmV0SW1nNWRDcFo2TmxEeWVyN2cyRUVXLXFwMWVGcXhueWpKWGNLb1ZOem5NeVhlX3VZVy1jMUYyV0stLUZ5UUc2Si10MG96UGF5RHg3RTFHdnNTczRYMFZvVXRtQXRWNEkxZGVqU2VuT3BNdmJXMHE3NEE4VVllOTk5NjVyTDR3SEE2LXVmdll3c0w4eFN6RHZGSUE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxNR1kxQmZNdm9ndzkzZ2pYcmdsZ3lVa01MLXZnSkNxVm5sRU9zbDVGaERfRG50bWtnYmZJM29qWXBEeTRpNWpwdEZpTjFXOWRZS2VaTEtrTEpTaTBXLVNTa2lKdDRGbDYyV1hxdHVaUWUwenJPYmxzdEF2bVJxeFMyeUloSzFrZDZiOWRuTDV3V01RT0hPZDR6SWMxX3BRZkdOYkpjaWpkdFE0VFc1dTZNUEZsT2NiQU1TNkVfc2ota3AzclhpbTlhQS00RGNlLWND0gHWAUFVX3lxTE9GTDJGRk0tYlozaVJuNnd6TUg4Rlp2TXA0amQ4dVNlUVZJZ0lUSW5iY1dVM1gyNnVlTmxIc2VnQzRlUmV0SW1nNWRDcFo2TmxEeWVyN2cyRUVXLXFwMWVGcXhueWpKWGNLb1ZOem5NeVhlX3VZVy1jMUYyV0stLUZ5UUc2Si10MG96UGF5RHg3RTFHdnNTczRYMFZvVXRtQXRWNEkxZGVqU2VuT3BNdmJXMHE3NEE4VVllOTk5NjVyTDR3SEE2LXVmdll3c0w4eFN6RHZGSUE?oc=5"" target=""_blank"">BPBD Rejang Lebong pasang rambu peringatan di tiga titik rawan longsor Curup--Lubuklinggau</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ANTARA News Bengkulu</font>",2025-11-27T02:19:17+00:00,ANTARA News Bengkulu,bencana alam,news.google.com,Lubuklinggau,Tanah Longsor,bpbd rejang lebong pasang rambu peringatan di tiga titik rawan longsor curup lubuklinggau antara news bengkulu,2025-11-27 02:19:17+00:00,2025-11-27 09:19:17+07:00,27-11-2025 09:19:17,27-11-2025,09:19:17,UNVERIFIED,,,,
"Pencarian Korban Longsor Cibeunying Ditutup, Cilacap Fokus Siapkan Huntara - Pemprov Jawa Tengah",https://news.google.com/rss/articles/CBMisgFBVV95cUxQUFNEejNRMG5pdkhhY2NMdzBLMWlJRDN3Q29CLTl0X25ZaEx6NUwzc3B0Q1ZMSHFRZG9OVzRYXzc2Sk9sRXdTNldLbnJSV2h6TjBTQl9Ba2dBVUpFVG5yTXpKV1gtTWwxRzE1ZWthS0otQU5JMEM3U0lOUDJUd2JaS0JOM240RXVKSG9iWkJCeEpoOGxQNl9UV0NHX25ZUkpLdUtFd212UWEzVU5PSUhCcVJB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQUFNEejNRMG5pdkhhY2NMdzBLMWlJRDN3Q29CLTl0X25ZaEx6NUwzc3B0Q1ZMSHFRZG9OVzRYXzc2Sk9sRXdTNldLbnJSV2h6TjBTQl9Ba2dBVUpFVG5yTXpKV1gtTWwxRzE1ZWthS0otQU5JMEM3U0lOUDJUd2JaS0JOM240RXVKSG9iWkJCeEpoOGxQNl9UV0NHX25ZUkpLdUtFd212UWEzVU5PSUhCcVJB?oc=5"" target=""_blank"">Pencarian Korban Longsor Cibeunying Ditutup, Cilacap Fokus Siapkan Huntara</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pemprov Jawa Tengah</font>",2025-11-27T02:19:12+00:00,Pemprov Jawa Tengah,tanah longsor,news.google.com,Jawa Tengah,Tanah Longsor,pencarian korban longsor cibeunying ditutup cilacap fokus siapkan huntara pemprov jawa tengah,2025-11-27 02:19:12+00:00,2025-11-27 09:19:12+07:00,27-11-2025 09:19:12,27-11-2025,09:19:12,UNVERIFIED,,,,
"Penanganan Bencana di Sumut, BNPB Fokus Buka Akses Jalan Terdampak Longsor - iNews.ID",https://news.google.com/rss/articles/CBMipgFBVV95cUxNNVRubno0WVpDUzhHNVFXaFFSeEFvSzh0R1I5b2tIOGV5S25sb09xSGRkV3lYS0JfSTA5a2ZsckhfQ0Q0NVVmelRYaEN4Q3VwdmhteHM0dDd3WGpUNjhfXzhIU25pZWh3aUFrZzUxRm9qdjdLMnVLZ2dFcUhlaXRibDJMeURVLVozS28tenVjNzlNWU55TjB2T1JWSU5HYUlrX0pwNFNB0gGrAUFVX3lxTE1DQ3RiRGEyX3N6bmFwdHE1eERTS1NmQlRqSVRKM21ub1lMZlBuYXZCQVZZajRoLTQwRndkQ2xIRjhpc1N2dDBJSG4zTElwb0VEYk01TmdiZmJyekhNVUZRS1liOEVHTGJzd1pWLUZHMVMxS201bmMydUVMUXVTTTFOT092Y0pYU1dhc194TGZKQWZhXzdvZ291ZVcySW1nX196RVVaMjY1TmZ1aw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxNNVRubno0WVpDUzhHNVFXaFFSeEFvSzh0R1I5b2tIOGV5S25sb09xSGRkV3lYS0JfSTA5a2ZsckhfQ0Q0NVVmelRYaEN4Q3VwdmhteHM0dDd3WGpUNjhfXzhIU25pZWh3aUFrZzUxRm9qdjdLMnVLZ2dFcUhlaXRibDJMeURVLVozS28tenVjNzlNWU55TjB2T1JWSU5HYUlrX0pwNFNB0gGrAUFVX3lxTE1DQ3RiRGEyX3N6bmFwdHE1eERTS1NmQlRqSVRKM21ub1lMZlBuYXZCQVZZajRoLTQwRndkQ2xIRjhpc1N2dDBJSG4zTElwb0VEYk01TmdiZmJyekhNVUZRS1liOEVHTGJzd1pWLUZHMVMxS201bmMydUVMUXVTTTFOT092Y0pYU1dhc194TGZKQWZhXzdvZ291ZVcySW1nX196RVVaMjY1TmZ1aw?oc=5"" target=""_blank"">Penanganan Bencana di Sumut, BNPB Fokus Buka Akses Jalan Terdampak Longsor</a>&nbsp;&nbsp;<font color=""#6f6f6f"">iNews.ID</font>",2025-11-27T02:13:00+00:00,iNews.ID,tanah longsor,news.google.com,Sumut,Tanah Longsor,penanganan bencana di sumut bnpb fokus buka akses jalan terdampak longsor inews id,2025-11-27 02:13:00+00:00,2025-11-27 09:13:00+07:00,27-11-2025 09:13:00,27-11-2025,09:13:00,UNVERIFIED,,,,
Pemkab Lumajang Pastikan Tidak Ada Anak Putus Sekolah Pasca Erupsi Semeru - PANTURA7.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxPNnRTR0NzVlpac2tIZVRnUnVVZ3JjRTd0SmRuOEI1UzJOdVNoQjY0UVA3RXhXejBPOWVfWnZxemZHVG50TGoteGhXRFBlQ2NzYU1mTXJVVi1takR0RXExZ0pVZEpkaUV0ZE45bGRSQk41Z1JWSktiRktkWUI1X2Znb012UTN4cVBsdVU4SkFpc1VXQi0zNFJ4U0FJY041U0xuZThYY2Zkb0FMR3I5MXJJ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxPNnRTR0NzVlpac2tIZVRnUnVVZ3JjRTd0SmRuOEI1UzJOdVNoQjY0UVA3RXhXejBPOWVfWnZxemZHVG50TGoteGhXRFBlQ2NzYU1mTXJVVi1takR0RXExZ0pVZEpkaUV0ZE45bGRSQk41Z1JWSktiRktkWUI1X2Znb012UTN4cVBsdVU4SkFpc1VXQi0zNFJ4U0FJY041U0xuZThYY2Zkb0FMR3I5MXJJ?oc=5"" target=""_blank"">Pemkab Lumajang Pastikan Tidak Ada Anak Putus Sekolah Pasca Erupsi Semeru</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PANTURA7.com</font>",2025-11-27T02:11:16+00:00,PANTURA7.com,erupsi,news.google.com,Lumajang,Erupsi Gunung Api,pemkab lumajang pastikan tidak ada anak putus sekolah pasca erupsi semeru pantura7 com,2025-11-27 02:11:16+00:00,2025-11-27 09:11:16+07:00,27-11-2025 09:11:16,27-11-2025,09:11:16,UNVERIFIED,,,,
"Teror Pulau Jawa, Ini Daftar Sesar Aktif yang Bisa Picu Gempa Besar - CNN Indonesia",https://news.google.com/rss/articles/CBMizAFBVV95cUxOY2c0X05tUUhpa25SeDQxeFRKWi1GNEZ4TXpvcFFPTGUwSTZVNXl0aDBwRVlyMVNwY0NQT2ZoSGwyWFM2dXZ3YnU4cEdjRmVOTEJkZzZ5OE5VbHVBVFpJWGNMVi1fdHNHM21IZ2N3eGJ5blB2eWVLRzhEc0RfLTVIY1FpdGZ5RjNxaTdKQVcySGlqOVg1TFJhUm4yVlcxWUxyTnBKOUpTRnpwYkxMalh5WTBDMnVvWE94dmtmUDBMWHBMY0Zfck1ITFJfVDjSAdIBQVVfeXFMT3RHZ1FNZGJ4a3dvdUhfTUNVRmxvdDNQN2pQZVI2RE9DVFpUWGVUR0p4UmRBcllwOWwyRmlfMG5zaEdlOU5JQTltM2FOVmhaSEFGSDlKdkRoSExlVlFvM1RYTWYxb1VDUWxtdlltODNHRXJzMUdEOUhsRWJGNkZtUzdJbUxrcXRnQ3B1OW5vUG9BenYxZmNmMVFxRWxuMlBPbkF2bVdZMWlWSTYyUjIwVWVlTV9NcDZQTVh4a0FaeGxwVHhRdjJ3RmhZeU45R2xNcU9n?oc=5,"<a href=""https://news.google.com/rss/articles/CBMizAFBVV95cUxOY2c0X05tUUhpa25SeDQxeFRKWi1GNEZ4TXpvcFFPTGUwSTZVNXl0aDBwRVlyMVNwY0NQT2ZoSGwyWFM2dXZ3YnU4cEdjRmVOTEJkZzZ5OE5VbHVBVFpJWGNMVi1fdHNHM21IZ2N3eGJ5blB2eWVLRzhEc0RfLTVIY1FpdGZ5RjNxaTdKQVcySGlqOVg1TFJhUm4yVlcxWUxyTnBKOUpTRnpwYkxMalh5WTBDMnVvWE94dmtmUDBMWHBMY0Zfck1ITFJfVDjSAdIBQVVfeXFMT3RHZ1FNZGJ4a3dvdUhfTUNVRmxvdDNQN2pQZVI2RE9DVFpUWGVUR0p4UmRBcllwOWwyRmlfMG5zaEdlOU5JQTltM2FOVmhaSEFGSDlKdkRoSExlVlFvM1RYTWYxb1VDUWxtdlltODNHRXJzMUdEOUhsRWJGNkZtUzdJbUxrcXRnQ3B1OW5vUG9BenYxZmNmMVFxRWxuMlBPbkF2bVdZMWlWSTYyUjIwVWVlTV9NcDZQTVh4a0FaeGxwVHhRdjJ3RmhZeU45R2xNcU9n?oc=5"" target=""_blank"">Teror Pulau Jawa, Ini Daftar Sesar Aktif yang Bisa Picu Gempa Besar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Indonesia</font>",2025-11-27T02:10:05+00:00,CNN Indonesia,gempa,news.google.com,Jawa,Gempa Bumi,teror pulau jawa ini daftar sesar aktif yang bisa picu gempa besar cnn indonesia,2025-11-27 02:10:05+00:00,2025-11-27 09:10:05+07:00,27-11-2025 09:10:05,27-11-2025,09:10:05,UNVERIFIED,,,,
Lima Tower PLN Roboh Akibat Banjir di Aceh - RRI.co.id,https://news.google.com/rss/articles/CBMigAFBVV95cUxPaWJnYVRLM1FBRDNHc3lDR0Rja042LTFlUFZHMW1fYzhzbnpkd0d4S1diZ0R0MGl6SmthMGsxV2dWbVFvbEJjbGNVOHFKeE9aMmR1bldQbXlMMlU0SmVLSWFaRFVtOHM4Vi1JZTNUb2xHOE9aMnFaUjZVLWRnb01xOA?oc=5,"<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxPaWJnYVRLM1FBRDNHc3lDR0Rja042LTFlUFZHMW1fYzhzbnpkd0d4S1diZ0R0MGl6SmthMGsxV2dWbVFvbEJjbGNVOHFKeE9aMmR1bldQbXlMMlU0SmVLSWFaRFVtOHM4Vi1JZTNUb2xHOE9aMnFaUjZVLWRnb01xOA?oc=5"" target=""_blank"">Lima Tower PLN Roboh Akibat Banjir di Aceh</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RRI.co.id</font>",2025-11-27T02:09:45+00:00,RRI.co.id,banjir,news.google.com,Aceh,Banjir,lima tower pln roboh akibat banjir di aceh rri co id,2025-11-27 02:09:45+00:00,2025-11-27 09:09:45+07:00,27-11-2025 09:09:45,27-11-2025,09:09:45,UNVERIFIED,,,,
